Time Series,R2Adj
TS1,0.9411088409982661
TS2,-inf
TS3,0.9408757230876866
TS4,0.9415584441030267
TS5,-inf
TS6,-inf
TS7,-inf
TS8,0.9399761157141945
TS9,0.9350102556189333
TS10,0.8898651354301094
TS11,-0.0037853819979574155
TS12,0.9410252074529349
TS13,0.9410184930788622
TS14,0.9426129579579255
TS15,0.9397597671180261
TS16,0.9208093190514944
TS17,0.8810951479008371
TS18,0.9386215893555482
TS19,0.9368161024690037
TS20,0.9341186603242134
TS21,0.8783133604452771
