Time Series,R2,R2_Adj,AIC,BIC
TS1,0.53915,0.53544,3779.05021,3806.77864
TS2,0.51826,0.51437,3812.35488,3840.08332
TS3,0.46548,0.46117,3890.42665,3918.15508
TS4,0.53871,0.53499,3779.77311,3807.50155
TS5,0.49396,0.48988,3849.30139,3877.02982
TS6,0.48642,0.48228,3860.40798,3888.13642
TS7,0.48542,0.48127,3861.88206,3889.61050
