Residual 1,Seson
-8.113978622067254,-7.750711499898727
-7.605978811056232,-7.868018619324689
-7.968521620331906,-7.988383779296687
-8.580240104187684,-8.108038802386972
-7.447532242142536,-8.220412677662877
-6.3172376597344595,-8.328781908759188
-6.9093661111953,-8.445595554615853
-7.8842395283922215,-8.571239371639054
-8.499282405904623,-8.69798723133041
-8.721466216882273,-8.822879786582698
-9.196585900264857,-8.94276161527155
-9.04835137039925,-9.058867961265953
-7.770156528460419,-9.177891992146243
-8.483627964557208,-9.303161558657738
-9.072102837129648,-9.426013159891541
-8.533203136692528,-9.548667162065021
-9.483393218550027,-9.67952392794242
-10.188578388088395,-9.802042695762454
-9.98391424841669,-9.91401260871687
-11.487792461692365,-10.021891372974222
-11.705622412091124,-10.119952400522708
-12.67797489080738,-10.209083548484298
-12.9596951359942,-10.28780683031724
-11.14478326414173,-10.351218560604638
-9.01543640340413,-10.402928053549443
-10.129184069117379,-10.457112205935765
-12.493157455621443,-10.506415747731474
-10.999680901020707,-10.533112372872251
-10.63659518410655,-10.549638867753877
-11.143554567311188,-10.566681071792605
-12.099111502306966,-10.577066391177555
-11.397111174055347,-10.579798036726377
-11.680463944730501,-10.574840138575217
-10.749715856415845,-10.553306363613972
-11.232705640372373,-10.530713984928349
-11.498491780079807,-10.513317504801392
-10.767649811637643,-10.48876235738816
-9.6638872600278,-10.458478581425336
-8.798918335363492,-10.436125929417043
-11.671003029800502,-10.42338793522248
-11.396394695524597,-10.392641613390092
-11.700399882675551,-10.350737577526637
-11.219005439648086,-10.304749979192966
-9.243961964141675,-10.248693415472768
-9.139568815158675,-10.19359477953552
-10.211894211372739,-10.13703887045018
-8.55404660622732,-10.075205976110913
-8.198231703385328,-10.011732848947016
-9.965529127770921,-9.947023057502216
-12.111612756083701,-9.875305476994214
-9.520227726492756,-9.78782922393441
-7.300338115635071,-9.701190827052008
-7.321482865834817,-9.621290673889835
-9.07830972905623,-9.553676186931535
-9.460928162141439,-9.482942625572868
-9.220176943872332,-9.408173572467854
-9.973942098359895,-9.336589083981888
-8.731313448440492,-9.258926628487083
-5.568631906503729,-9.170295313535313
-5.144982622967813,-9.090727899509659
-6.9922783598239135,-9.024200480770453
-5.483561872331435,-8.954499321742313
-4.340103999937423,-8.892600542333376
-10.30226899606199,-8.84804248827727
-11.024836099017154,-8.790142819760828
-11.251415352079611,-8.72498139877353
-10.482342283633159,-8.651977913932805
-10.599652015670742,-8.563800708678565
-8.60214975094107,-8.461704233275226
-10.841350402133884,-8.369603897660246
-11.458668951571894,-8.270711160450945
-10.341363936578091,-8.152410291566978
-8.726576429770667,-8.027801467966574
-8.612618555557617,-7.898671989777798
-8.761951473201243,-7.75246537557789
-7.7888553076026135,-7.600319365898292
-6.80708915153636,-7.453967059984712
-7.3171363234706845,-7.313037338200792
-7.4517766749884515,-7.1695809894927
-7.587569491403759,-7.021893783300227
-5.857563792074075,-6.8617668123752775
-5.255807956627816,-6.695316580190375
-5.405094532318955,-6.524981789391946
-8.419635276210961,-6.3617998278719465
-7.92392635142097,-6.1881500167584615
-7.965796613693417,-6.00986270236414
-6.2406123938126505,-5.828100759069894
-5.392980526961651,-5.6411500295998005
-5.29584798720613,-5.4511573910421784
-5.825722922947726,-5.256615376274202
-5.740087908834962,-5.049967158337539
-4.414612089096455,-4.830732705451644
-2.3355519564348057,-4.6132125567083895
-4.373503830363692,-4.402103371594724
-3.706146789877888,-4.1802891704541745
-4.469009200558315,-3.9553718860547216
-5.5159199866261766,-3.7309395156590597
-4.943329297894895,-3.499895976104613
-3.0038936799439817,-3.259838637336743
-1.5611233328992924,-3.022866818733574
1.5131639423890988,-2.7926808089849295
0.08569977797642636,-2.579313083540591
-3.048017767929913,-2.374646195477716
-3.322901214902952,-2.1721670603778724
-2.3507741516307483,-1.9671104452319532
0.1256783747332868,-1.7669797922316748
-2.136936591039362,-1.5784713956544445
-2.5311915222521044,-1.383589758676456
-0.3103245371943011,-1.1789987795150738
0.16491946884101338,-0.9792832525668939
-1.4845650580217438,-0.7803531126176858
-0.5863201515710976,-0.5760287632248372
0.826162093032984,-0.36870912781301324
-0.9509005734947849,-0.16921431919707638
-0.9795196131275326,0.03097756649011987
-0.26949766213680704,0.24176271458271528
1.5612097701770118,0.45570715718419597
-0.22352069221201276,0.6583734448496159
0.6013107794091219,0.8567735364104433
2.0887660586119843,1.051262727611746
4.812816855435212,1.2390621950835725
1.921306359684543,1.4149691607449437
0.41127098091223857,1.5819733620599263
0.4024604979686508,1.7454743859446773
1.0185260487447323,1.9068939752113252
2.775441173303534,2.068113623188816
3.751799597270349,2.2217452127430475
1.5093444153473605,2.3594872761940424
2.262866335371914,2.4990677384090665
3.6453100697107175,2.6325022646446348
1.7922465518104538,2.749182269258337
1.066120077351151,2.862239859298444
-1.0481877028617816,2.98749887906457
0.319475216287902,3.1301082934361673
1.679859163358877,3.279094765748875
2.657797456489689,3.4344161030601725
4.007685005467252,3.591309648292572
3.741369323287252,3.7374687772209936
3.97527187602039,3.8814181261809995
5.216508699095499,4.015852439296933
6.08664345466434,4.1442732252559304
5.199763377173571,4.27782072798732
6.057887670562305,4.414348906238536
6.6718149862313645,4.54265902908919
7.7959008141940025,4.6581651261430475
9.424385586046007,4.766676760616516
8.938731446497687,4.861681689536976
6.339607724761478,4.942727414692358
6.484634819623896,5.0278114659271385
4.378904498790188,5.1120860792731815
4.21408739835676,5.200612821674965
6.3976108146740245,5.296860504386605
6.029009271578012,5.39045449615855
5.159921018242034,5.483392867723644
4.665327703785486,5.5758143370903515
4.2900488837112185,5.673077467437829
2.6677507010465717,5.766512449797964
-0.08790318983212941,5.867812116787019
1.5139740633930963,5.986327321708174
4.1074348690916125,6.112706432365022
5.700160265297441,6.238846527981111
4.42201585190459,6.3595989030914994
6.010487092641792,6.487517318656963
6.849899386861114,6.612925644667193
5.5714096529573816,6.72941262505498
7.407031417196038,6.855133880205689
7.617314237214412,6.979186253520735
8.954422553779427,7.099056124076685
5.799621057356841,7.208138077658897
5.778096767514739,7.306107272646714
4.390176352013135,7.392706941948209
6.119550532469521,7.484662732842471
7.837191802895234,7.586058618078808
9.437594609822778,7.676887373840646
7.297498624471373,7.755292159740494
8.774976963214609,7.838515063133463
6.877162456737498,7.919335344942881
6.849805768640042,8.00198079825582
8.944879802669622,8.084290399705086
9.2966096954367,8.156705040265374
10.901774708871322,8.22239950711254
11.504218404044067,8.287589336582093
12.480788869109233,8.350279798466953
11.590584939980989,8.401099655553468
11.826395633154526,8.447321540398159
11.183794027710213,8.49337006451703
11.551588293325736,8.525091076974647
6.806340858131875,8.540911920956676
4.183983059437402,8.555345412491931
4.423379541954535,8.579846719986367
7.7825203778856995,8.606151940565445
10.273846461368237,8.621298965603621
10.779839461760574,8.617439016166319
7.8037099270866825,8.591372907861514
9.697804564910328,8.56634393919656
11.966194878215308,8.53837091726005
10.870687418892139,8.495479652159279
8.539468837876132,8.434629643700212
6.208196394917419,8.370798017850381
7.118220313960805,8.313155719796761
6.403679099786796,8.252642064836522
6.689777755206098,8.189250133587226
8.963432601024696,8.13639268478964
9.117556051343886,8.075857298771124
7.2861097351046595,7.998571770184264
6.334769190394187,7.914335555429459
5.750593173774767,7.836746286188412
3.905080412796355,7.769673194144603
3.3045550239721955,7.7068200645645355
5.834330171338269,7.651789995382214
9.173708768741747,7.589164667325074
5.127114582126161,7.51357638414676
8.512822069519391,7.461217040654701
9.529166282508914,7.40240268715129
10.551032265101874,7.337131356939891
10.699176809338955,7.26977346458717
11.223557668551226,7.200452649761501
10.501015381713042,7.127370245990725
6.286541190690436,7.045644678441469
7.0600168818931195,6.975870657958247
7.844576839873511,6.8946767155083934
7.385389853198895,6.8071680851525445
5.547599936692663,6.723732928367492
2.084234982973282,6.641754944777631
4.721243146279686,6.5859789491360505
5.724100049391449,6.540763782600177
6.96998729372444,6.503704671119605
6.469704822818418,6.463669405761198
5.472824213354322,6.4210750178720275
5.338417468661127,6.392157968813466
5.572736457255097,6.370511006238853
7.304573762734389,6.352072033980675
6.503840705669308,6.3309424786641575
4.77481907805122,6.309936386863586
5.001239137499912,6.2982246473496115
6.602957081992162,6.286313735317987
7.207705963942384,6.271180139919053
7.937829693225247,6.255276577538761
4.805762566917927,6.2258138048867755
6.175178087869721,6.194198575417646
5.182920201556673,6.148466117322214
4.440665212204628,6.102316044131998
6.8157698637899955,6.063669140043949
5.821896696707903,6.018707160259386
5.701235754119363,5.9754011027404905
3.9465854863381935,5.926274692479756
3.21624721219467,5.882521944956315
5.831618303617294,5.853909395548775
6.817770360580138,5.829840579599281
6.801757210095499,5.808017992618218
5.043290969851036,5.7784781032990615
5.775636804408414,5.758156255902596
5.060949127849607,5.738259044780069
5.988281141912516,5.718842669969077
6.4722537389296235,5.695825635019082
7.576799540752042,5.6767050880229455
7.805757463219983,5.65741797313627
7.040704471825524,5.631103113606754
7.5241487202037725,5.60521521729697
7.639010924416429,5.571578887350174
7.633208899801829,5.5322046443777975
8.380548867327146,5.488240121028953
8.637717340149443,5.432880702454382
8.383754156024608,5.36935553688601
4.1735051536779295,5.296650113582798
4.933035853452779,5.235711028269693
3.1957508894041524,5.170947288422587
2.2056869184402004,5.108564836617362
4.008661795305763,5.0565937184354635
3.826258577237571,5.007665790741897
3.191688154496159,4.964297894044886
2.427728476541379,4.925077700352486
1.0336850422785275,4.890644355291844
3.0038599268745116,4.866628621383243
5.471227825918554,4.844638585035591
5.692489069541981,4.817510124600353
5.421098164129759,4.781478490191521
3.1556830566763274,4.737836661669428
0.9617435325291552,4.692636156842978
2.8658722209262244,4.655112276570242
3.7177739837793062,4.614515025609405
3.451880702407106,4.564720557318139
3.934159400798137,4.514840918756989
4.912516465049869,4.466902079947602
4.897578789740386,4.409952440114353
4.760400097540202,4.347890307545489
5.247921442367797,4.283748533818748
5.36896031540779,4.208505756390528
4.7461571522282675,4.124612211135487
4.8687872481315715,4.043100938564874
5.239795241127467,3.961077716854823
3.8576734452966193,3.880105090539417
4.218436233105251,3.8041793954499097
4.206299912751515,3.7238161083357415
4.695233370404715,3.63993453410868
4.434895173213622,3.552835853215194
4.667855182658251,3.4699848490953777
4.77394574537464,3.38627499862029
4.566568531359444,3.291473245513414
4.506100806219614,3.189392916915634
4.625461545752302,3.082760083736253
5.128177064594887,2.964257381289601
4.762917314361864,2.8351847270345565
4.77806695570505,2.6972307005419234
5.17176732215454,2.5523408284678117
2.950736124863951,2.39381923846812
1.855449424599957,2.2315488065179494
1.3821164098919994,2.069584270432996
0.002183198793506591,1.900798194696184
0.3144782036302516,1.733741929857609
1.9674823081468134,1.5627351997818217
-1.1158572020396775,1.3754351828563856
-1.0748484096980242,1.186596729483109
-2.5338923653509546,0.9959199182316267
-0.49742529505201816,0.8081047687150914
-1.4548502371174692,0.6126037416398216
-1.6686190704987638,0.42230273484248193
-0.6417259148098751,0.24042563457010302
0.25881938359570356,0.05887021887723808
0.41041552923363156,-0.1248467816182764
-0.05598800142557536,-0.316733325754397
0.22823902395641582,-0.5101812909374972
0.01068077720041316,-0.7025636321748703
-0.08064135228802982,-0.8967976483140923
-0.29858977738737735,-1.0898365921084772
-0.01636588550896434,-1.2833617440136185
-0.359307072577284,-1.476890550321299
-1.202844436258598,-1.6698285141623006
-1.6699250745718572,-1.864080518837751
-2.5128663662139914,-2.0570215178069464
-2.1211222258804234,-2.2337493190728073
-1.6111531468753846,-2.402891192727289
-1.3523721825377386,-2.5702314500827748
-2.2165756566857127,-2.739077059326685
-1.9595267559967127,-2.903584666053301
-0.9552358692396936,-3.0647965756724758
-1.0730041899084135,-3.2285882761238716
-0.8112310972318504,-3.396626012058604
-3.5424366340373368,-3.571341099315609
-5.648046609456305,-3.745952446498067
-5.2677980515681,-3.9052708321602494
-6.390024041237613,-4.061059736040166
-6.519200664637044,-4.208809059996201
-6.28171570891266,-4.347215352587436
-6.66943413169939,-4.484790289973139
-7.173462575470104,-4.630791408299752
-7.297115863503965,-4.781905999483757
-7.427168453396131,-4.926160734881639
-4.55622318191762,-5.071176763624341
-6.672667774438008,-5.228831990759103
-5.040632922641336,-5.384764377072117
-7.77615287891733,-5.547968119770682
-8.01072924630406,-5.711721973481332
-8.370861628983352,-5.874287276484292
-5.242256225488866,-6.0247178602268905
-6.733032795005023,-6.180154802833849
-5.4780947127125685,-6.3306071580714045
-4.595235611636738,-6.483407172509939
-5.087735533162391,-6.635282334647746
-4.829343776485139,-6.7875354376643315
-3.448411882118414,-6.9368830199049505
0.189004435078985,-7.092641508463868
-3.518440019204373,-7.27888903998612
-6.971412429884911,-7.469194694099901
-6.439718701317069,-7.643040197540728
-7.400261043598832,-7.82369959922503
-7.6104376343422935,-8.003564479379666
-9.283963825411016,-8.182995332794926
-3.040315629488724,-8.349466641876653
-4.861921959705352,-8.538966687515368
-6.925442002611057,-8.73511424716427
-8.367378316017227,-8.925807615804517
-7.432045294620256,-9.116491322130328
-7.6242850845542804,-9.301984295280933
-6.440603405674231,-9.485663905605637
-11.238499507148397,-9.68501714312122
-12.28988058183537,-9.877275062247058
-12.23239647613989,-10.049081015559148
-12.674538900556534,-10.216966112920996
-14.3576199181215,-10.389453685395392
-14.43220558855679,-10.540153232499623
-14.145647930622054,-10.671468251099364
-13.862125167816917,-10.794364469512027
-14.45459364447688,-10.910872628482988
-12.933178766792732,-11.010700329232588
-13.281377546211537,-11.110636666398289
-14.627198670272882,-11.207602964662481
-12.477917624306066,-11.294087197037385
-11.951855057250153,-11.376745692978167
-11.183487201048425,-11.445834266654787
-8.800424562023334,-11.498721647088079
-8.658886239307847,-11.554608317567476
-8.38720205471515,-11.6101642658701
-9.360644902190483,-11.664950477635895
-9.463467589597457,-11.709379933532663
-11.43732038197675,-11.751702810146465
-13.7913762398952,-11.782340019278342
-13.409584611475552,-11.791995312449503
-12.780959512329897,-11.791793822007028
-12.278868092023682,-11.783418902990721
-12.402271487274543,-11.767868245886497
-12.781032453088748,-11.740058158793254
-11.175898607254155,-11.689014486279568
-11.448063766970112,-11.628812070134945
-11.1049910851473,-11.552001484725626
-10.521504760995764,-11.45893608364739
-10.065193304165728,-11.357421939216254
-10.610739110373707,-11.248042470852786
-9.911025078011992,-11.12810194463302
-10.340012455601645,-10.998910004247671
-10.520387125492949,-10.863101481673496
-11.204456209444277,-10.71861118330596
-9.269630355089081,-10.563369347744967
-11.573424788458677,-10.415493745133842
-10.756067041025464,-10.259808735655426
-10.315991845053084,-10.098192007978826
-10.865764371044342,-9.943632030919423
-12.442167310307655,-9.795244369531252
-12.699002656418966,-9.641967598330119
-11.495145467666369,-9.482142591110232
-10.538499417178283,-9.32243830546462
-9.333474245496419,-9.158595159674233
-7.000558311874141,-8.995459984788623
-7.652790142674412,-8.845357457115032
-9.803760342702006,-8.694478761186923
-9.832926833207807,-8.538198263125928
-9.36891205480682,-8.372864410306134
-8.658319267051734,-8.20208487763383
-7.947456121976007,-8.029857899381858
-7.734215598059389,-7.858578603476587
-8.89003578728705,-7.692058701815705
-8.669521206047019,-7.5257456346502165
-9.197032599327546,-7.360373913042056
-7.4739923027970505,-7.194571698881065
-5.380239972589788,-7.023533773160267
-5.911959634383361,-6.851322491924252
-4.192756987977109,-6.679635380181824
-3.6963922532591305,-6.517229085161449
-3.607069944119349,-6.3585689593610555
-2.116415588111181,-6.208635989137442
-2.1171057714040415,-6.067640837718035
-2.9885276042902795,-5.931028945447901
-2.717796086570086,-5.793609168577216
-3.3645264529280823,-5.649189252016624
-1.9955260378319366,-5.502608966202314
-1.7377343425822893,-5.370236398288885
-4.841836658840318,-5.251381339820113
-5.570954491650561,-5.132517038642031
-3.5498429254986945,-5.013737726201151
-7.389989446032089,-4.908554432251657
-7.238663569234735,-4.794049081462635
-8.469003991560218,-4.671839679017332
-7.954481472048407,-4.543429057040134
-5.9380352576443585,-4.415982558429405
-4.670655271493025,-4.28847334046752
-6.276903522460547,-4.16123271704124
-5.1384707963823715,-4.027352645598512
-6.502365120589246,-3.8898072538807362
-6.86291788390913,-3.7542970101012743
-6.353328426120939,-3.612346731912731
