Time Series,R2,R2_Adj,AIC,BIC
TS1,0.93173,0.93118,5803.46932,5831.19775
TS2,0.94060,0.94012,5698.87699,5726.60543
TS3,0.92150,0.92087,5908.24195,5935.97038
TS4,0.95899,0.95866,5420.58963,5448.31807
TS5,0.93701,0.93650,5743.02007,5770.74850
TS6,0.93318,0.93264,5787.28481,5815.01324
TS7,0.93873,0.93824,5722.14142,5749.86986
