Time Series,R2,R2_Adj,AIC,BIC
TS1,0.97647,0.97638,1280.50358,1312.38290
TS2,0.97828,0.97819,1160.44782,1192.32714
TS3,0.96819,0.96806,1733.03767,1764.91700
TS4,0.97840,0.97831,1152.38431,1184.26364
TS5,0.97667,0.97657,1268.05675,1299.93607
TS6,0.97790,0.97782,1186.28885,1218.16818
TS7,0.97820,0.97812,1165.89782,1197.77715
