Time Series,Metric,alpha,tau,K,DC,init,IMFs
Dehli-Temerature,R2,0,0,3,False,0,10 --- 0
Dehli-Temerature,R2_Adj,0,0,3,False,0,10 --- 0
Dehli-Temerature,AIC,0,0,3,False,0,10 --- 0
Dehli-Temerature,BIC,0,0,3,False,0,10 --- 0
