Time Series,Metric,K,alpha,DC,init,IMFs
Dehli-Temerature,R2,10,25000,True,0,1 + 9
Dehli-Temerature,R2_Adj,10,25000,True,0,1 + 9
Dehli-Temerature,AIC,10,25000,True,0,1 + 9
Dehli-Temerature,BIC,10,25000,True,0,1 + 9
