Time Series,Metric,alpha,tau,K,DC,init,IMFs
Dehli-Temerature,R2,500,0,3,False,0,10 --- 6
Dehli-Temerature,R2_Adj,500,0,3,False,0,10 --- 6
Dehli-Temerature,AIC,500,0,3,False,0,10 --- 6
Dehli-Temerature,BIC,500,0,3,False,0,10 --- 6
