Time Series,R2,R2_Adj,AIC,BIC
TS1,0.8083604555232512,0.8068149753258581,3120.086669261052,3147.815103171637
TS2,0.07941591829947114,0.07199185312446688,6853.906696048449,6881.635129959033
TS3,0.9622655668723626,0.9619612569277849,2061.2801973930536,2089.0086313036386
TS4,0.021344385706060454,0.013452001719818973,6092.707394519676,6120.435828430261
TS5,0.08244770952259306,0.07504809427680759,4227.3791642670485,4255.107598177633
TS6,0.48429889458188635,0.4801400146994822,1764.7172351089687,1792.4456690195534
TS7,0.2703825637384337,0.2644985521556792,5232.93721441422,5260.665648324804
TS8,0.9252221758005591,0.9246191288312088,5871.807237624834,5899.535671535418
TS9,0.9159880160932723,0.9153105000940245,7335.520915821397,7363.249349731981
TS10,0.8899697312442183,0.8890823903671555,8717.075621710908,8744.804055621493
TS11,0.9130150921035218,0.9123136009108083,9916.843629647467,9944.572063558051
TS12,0.9983067690451621,0.9982931139568166,3188.708188696818,3216.436622607403
TS13,0.9993527001429215,0.9993474799827838,3507.6655605671344,3535.3939944777194
TS14,0.0329727442514367,0.025174137350238546,8501.106340793398,8528.834774703982
TS15,0.03396810653435378,0.026177526748340396,10150.448595095675,10178.17702900626
TS16,0.17322000360796197,0.1665524229918971,8648.736665348246,8676.46509925883
TS17,0.14898820170139337,0.14212520332801748,9711.538137168498,9739.266571079082
TS18,0.914138733891195,0.9134463043258014,4917.918413679758,4945.646847590342
TS19,0.93071660300443,0.9301578659318851,5797.915316624972,5825.643750535556
TS20,0.5179859614074034,0.5140987514187534,7468.548125406619,7496.2765593172035
TS21,0.5885204079285102,0.5852020241214821,8316.238816181662,8343.967250092246
