Time Series,R2,R2_Adj,AIC,BIC
TS1,0.83448,0.83382,7098.63483,7130.51415
TS2,0.89262,0.89219,6449.58335,6481.46267
TS3,0.88109,0.88061,6602.56708,6634.44640
TS4,0.95185,0.95166,5246.42547,5278.30479
