Time Series,R2,R2_Adj,AIC,BIC
TS1,0.50278,0.49877,9849.79243,9877.52086
TS2,0.91359,0.91289,8535.62641,8563.35485
TS3,0.91540,0.91472,8519.68863,8547.41706
TS4,0.96391,0.96362,7879.87428,7907.60272
