Time Series,R2Adj
TS1,-0.8340882624611179
TS2,-0.37928130344451594
TS3,-4.971288998139364
TS4,0.5389130441682565
TS5,-1.1808254371651472
TS6,-3.1158205389402465
TS7,-0.0033467202141901353
