Time Series,R2
TS1,0.4391485244281891
TS2,0.8352002144361096
TS3,0.4653981562952235
TS4,0.307840900219698
TS5,0.33076520913536467
TS6,0.3595727571307148
TS7,-1.8391382106131005e-07
