Residual 2,3 mode
0.20742638329218938,-0.03666573773652447
-0.12050000546456274,-0.02127077815384356
-0.41963059010876635,0.007822509288649405
0.30909732945181584,0.0415487957071349
0.35172512131382716,0.06428835751260403
-0.21964138283901577,0.0702732587564993
-0.14639986136515312,0.06469086153363307
0.03947787458926262,0.045069726922983354
0.06166674550956103,0.01568624238318695
0.016120443722553238,-0.014660738026881044
-0.007189170523706934,-0.04888310374689517
-0.06574448456674326,-0.078796347137685
-0.04290022925703828,-0.0961485904645878
0.1278960456588748,-0.1021519659021408
-0.05187443233401178,-0.09528938162174472
-0.012122614582417974,-0.07132343434441303
0.015897182220432696,-0.030957802423169988
-0.06472742108113189,0.019076260755681293
-0.01190276495164665,0.0659375239644145
-0.2091341451920551,0.10311048102984657
0.7018383628275724,0.12470324061508495
-0.37803768842442254,0.11794938186100268
-0.40634978736956034,0.0925979150550188
0.6141115928032992,0.056557728509317354
-0.19805883683879932,0.008762623969936711
-0.00806864445767879,-0.03480299380346068
-0.019117644991443375,-0.06661145285103397
0.024558171217460685,-0.08394483604560703
-0.05791357144433198,-0.08376566189709
0.09219823611996432,-0.06511157705500492
-0.01821994583307498,-0.03439006133476676
-0.033439436598750386,0.0022710310892591415
-0.020239221262052652,0.03566484226098544
0.011804312332342057,0.06354477291206095
-0.012432265496206713,0.07471024896575672
0.057852446888524416,0.06779090693360157
-0.09138824591513645,0.04682400055472095
0.02058677949026276,0.012283576334351383
0.02099904374848862,-0.028762529903252263
0.0069815832358451554,-0.06611394922672449
-0.04489627637684072,-0.09186479736662666
0.03153962113534489,-0.09936779594632249
-0.05656732320212285,-0.0877577612009726
0.01908158070743106,-0.05482240157729845
0.05869407761586767,-0.005377712707457174
-0.019829574403249478,0.05181698548788665
-0.33750695045664236,0.10768870401868069
0.5468853434493353,0.1504057153643195
-0.6026915454561239,0.16513359745035985
0.5007895876291167,0.15608282218870181
-0.29625845726909056,0.11725624607016871
-0.1802791927207435,0.060227323656505856
-0.0652946773392297,-0.004908390864985997
-0.13899529829539142,-0.07019357740256739
-0.11171287638281487,-0.1273655235896904
-0.22375632296803938,-0.17395812823400364
-0.24745263478387763,-0.2130310987303032
-0.235177112238775,-0.24695095964933822
-0.0465058728481071,-0.2832463954806119
-0.055579149616608814,-0.33103189793873566
0.020323441731197968,-0.3935457617123275
0.16361803642675643,-0.4655733017029738
0.26659137349458184,-0.5313214488589624
0.12479683453328427,-0.5458224462118898
-0.03781517203889975,-0.4408270548471658
-0.4516782302559049,-0.16171796701333419
-0.5053800441845682,0.27026665386178883
-0.13604988468230883,0.7664036574938325
0.3540611138526318,1.196240771039014
0.5794410933836379,1.4779601455549618
0.053371879913345466,1.539575431038304
-0.5966333080891402,1.3446928043221744
-0.44336236638085214,0.8579771730913155
-0.16603803912977394,0.16920861500148562
0.22016214556065128,-0.6082688488247232
0.8691374335159678,-1.3921448810175094
0.14644462420264007,-2.04822760208997
-1.440191196729467,-2.4522381227155905
-0.970640160462338,-2.5001484547432518
0.6431523128515544,-2.1475972658821783
1.7700119649726613,-1.407139192799279
0.6114177351733994,-0.38163112654000025
-3.720690241985413,0.7695441228077051
-1.4591282137881572,1.8719264789100882
1.2538279280985059,2.6836145363059885
9.615186283561583,2.9945402593964445
-6.822584812659477,2.712569453957161
-1.8487439716954994,2.039140468430064
1.360605713380664,1.1198277092695588
1.541379514143075,0.10573745334818083
0.7453379862133225,-0.8073211899759061
-1.6570371833658446,-1.4977869971471174
1.1772214283988114,-1.8886520343365
-2.1448168674233057,-1.966469770951216
2.9718353920224154,-1.7461600069580192
0.1676246551860796,-1.2938999022977127
-1.4952909431909833,-0.6419179121537639
1.2920878014010413,0.13326285447362712
-2.0614110435364146,0.8537944988617835
-0.04484434931851339,1.382378145491929
1.8195663605913868,1.619617506899769
