Residual 1,2 mode
-0.057368699073506724,0.11098482487820518
-0.18294740487399064,0.1060473195481685
-0.183744932884366,0.09826980437690477
0.7608268552736384,0.0869022370497153
0.7910364213023584,0.06699922382607067
0.01064218516227955,0.039969191400404974
-0.15330882571411453,0.01356283139624164
-0.12850115529287143,-0.012980376263783375
-0.14776258316328483,-0.036867759358560674
-0.1383152014376442,-0.05294498547634803
-0.11892710839867293,-0.06655772579043705
-0.16360746149608507,-0.07475352189327245
-0.1284136520601854,-0.07473682286660667
0.04182513783164987,-0.07049466492895513
-0.15250412190619833,-0.06286774856143722
-0.12170518041091227,-0.04941094142933641
-0.08475140656053837,-0.029623806080471136
-0.13340296148940045,-0.00525550746754142
-0.028797192079262235,0.018447784827713278
-0.1283135415828297,0.04129879989569757
0.9130362235491167,0.06257793765446869
-0.09835639201340984,0.07326903101630426
-0.11996532820573103,0.07923358425380651
0.8425354569516501,0.082260614663817
-0.1129956421195405,0.07544260082047646
-0.05364165615698102,0.0652754383673671
-0.12489556418425696,0.05209059020114258
-0.07316987728091262,0.03482916721502495
-0.10896014535473031,0.01525153572170426
0.08629288723687334,-0.0036376084816724125
-0.0220647855325109,-0.02213287861971179
-0.06675734078920892,-0.038272460266917205
-0.08249867869903227,-0.05230186580352562
-0.026889948224296023,-0.05908334560131155
-0.01415439205756941,-0.06249277190452729
0.07871947817437652,-0.06106955515463671
-0.07031520919273215,-0.052276968067580754
0.005166746521977239,-0.039348717240883894
-0.03503748557438635,-0.02265640744215946
-0.05397626190421112,-0.001655158138802551
-0.07926263706994974,0.022299884422969835
0.022697199674523993,0.04845039670322847
-0.07646331623252078,0.07365546863922122
-0.01466495311296434,0.09899468238573886
0.06030973349592572,0.12310212043125951
0.10068908389259179,0.14452091651108145
-0.02865949478064389,0.1634958705051128
1.0261765126465736,0.1788461134982821
-0.0848878490119016,0.18518672521888604
0.9415346503224327,0.1898529397576108
-0.034166432095139365,0.18778878624841627
-0.08510710697037516,0.1851134902535769
-0.05525871759285117,0.1841866740778889
-0.1376041799543396,0.18522638032804356
-0.08281819554837822,0.1893541900520172
-0.18812394095017948,0.19449754262541583
-0.26127240063044976,0.1954043148370121
-0.34018445925482454,0.1879754849466697
-0.2795947416758602,0.1631499384748429
-0.46354583248654957,0.10801910800969987
-0.5971244178870475,0.009377714987164689
-0.6594219805293515,-0.1457650075263322
-0.7120117003138335,-0.36915147328310455
-0.8681663158044558,-0.6531204297882501
-0.8468432267513872,-0.9657943150556417
-0.9982665541197792,-1.2637868720311505
-1.0632068798416747,-1.529173010197953
-1.1657703984032048,-1.7615456261696352
-1.376909979627432,-1.9742317696177938
-1.4121531500227644,-2.140517672444469
-1.5499143188817954,-2.243066824503452
-1.625777151864908,-2.262071573219444
-1.5506800029399477,-2.2178432387653415
-1.894822510891283,-2.074141930309571
-1.9860597868170116,-1.8139586674342758
-1.2241958367617138,-1.4704017482894902
-1.243417607954229,-1.0479118833136616
-2.340856167344806,-0.5589290830818169
-2.4845088863091034,-0.011218944732281128
-2.5786171058326595,0.5772841827994504
-2.8015386799354047,1.1937899755737702
-2.9849177764514074,1.8060478180114878
-3.0497788274539017,2.3805980110611804
5.5857079682296575,2.900774301312155
13.417573872422617,3.2980003687715675
22.494151210442276,3.4978241315999172
1.9291716777218433,3.4474572494450646
1.1891121969117338,3.257054928619111
0.3619876105860129,2.940754247894228
-0.37210764398996155,2.5017297172626956
0.33208999158070185,1.9853277194556012
-0.4028060638878159,1.4041043665018489
2.5554522269224966,0.7782292595664745
-2.253225861133497,0.12150254791541776
1.1331995723243615,-0.5331644801035187
-2.3743176054574278,-1.1636235671476438
-3.3469056964759796,-1.6965109961788238
0.5198511823678125,-2.0742570421772144
-2.897805064188026,-2.3126496900912534
-2.2024537900456402,-2.4084573051339357
-1.611271421958039,-2.369134505426284
-2.0792553919463024,-2.1734792230804447
-1.7700421106805417,-1.846512294524587
-2.004322957695624,-1.403057783569822
4.430434156433959,-0.8659808908742911
-0.46721873242932865,-0.24458130535960654
-0.690348698966404,0.4366306527541413
-0.4453735786238058,1.1096929241836244
-0.5444025635586005,1.716342778394951
0.69644178345394,2.204641643032603
1.9992476735267104,2.565991034485452
6.236763980610999,2.768253742526815
-0.18495721697520562,2.7797457552235723
1.0536266821507034,2.651430541116989
0.39563462941178873,2.381351169138658
3.307814592557566,1.9876186810293113
11.637198715952572,1.4842270844135115
9.731244094393098,0.84370863147667
-3.9476560461920593,0.10335614285427722
