Original signal,1 mode
7.636,3.190344116634664
3.562,3.182050001120441
0.936,3.1765541240076476
0.976,3.177310702289434
0.882,3.1829118070318074
0.922,3.1911935249479617
0.976,3.2133876485154493
0.914,3.246356338301777
0.966,3.2889334751577612
0.994,3.3467423400290595
0.912,3.4102218606787416
0.926,3.465115672758713
0.926,3.5491295652720307
0.91,3.630549203251028
0.912,3.708626319909318
0.93,3.796711768889114
1.014,3.8964327520337836
0.884,4.00851933505197
0.88,4.132785772117215
1.0,4.257953131331509
0.88,4.38863510442613
0.952,4.525472437755783
0.942,4.6698684763861475
3.946,4.831120236424125
7.228,4.995208616449393
7.898,5.158131291674338
19.178,5.326463725797339
9.588,5.44454951266164
8.282,5.571234495760688
9.348,5.70091676922554
8.054,5.820752625923002
8.144,5.954358869956248
7.402,6.091342749128697
6.134,6.228727349083368
7.128,6.363732425818074
7.156,6.483726398326807
6.158,6.597427103038176
6.73,6.713774836326406
6.844,6.800997008005621
5.836,6.884254579029059
6.236,6.971902674308905
5.858,7.038729594392202
11.89,7.0981057745524785
5.586,7.114437661432444
5.23,7.116020287974192
5.64,7.128731483346005
5.936,7.134932271632717
6.07,7.143673599979981
5.214,7.156498116428775
5.988,7.145028920002004
7.338,7.122452806728047
14.78,7.088145468726986
5.542,7.003657823307591
4.656,6.91511148918396
9.162,6.839620458608424
9.75,6.757330427638631
8.484,6.665148050081027
9.272,6.565896355108478
8.552,6.484135998432004
18.236,6.4114653584412045
8.554,6.30014072385298
9.046,6.200162229699344
9.046,6.115521169706425
8.992,6.027708463265528
9.316,5.948907378137639
9.12,5.8540731676826345
8.886,5.7272261469760934
2.102,5.593844305352051
0.918,5.476810174003127
1.022,5.379619631048161
0.888,5.301528075088264
0.904,5.234262199187372
0.994,5.190439425924951
0.938,5.1545490619545475
0.884,5.12403801031378
0.926,5.097761450824213
0.894,5.0806768794704285
0.912,5.084295317575657
2.924,5.091920368639702
0.96,5.108606482511898
0.904,5.139717837704565
0.974,5.17857446211279
0.896,5.231960633763138
0.966,5.295470011644933
1.872,5.372347962861672
0.944,5.464642174039543
4.242,5.5813791224642735
9.11,5.7198278515716385
20.82,5.855337418165208
9.29,5.933229363328112
10.182,6.013330530737279
9.274,6.105663822496724
9.134,6.195778115251587
8.26,6.286043706256739
7.872,6.3843937507827135
7.516,6.484350878863776
7.744,6.5905439058853466
7.7,6.702149606089285
6.874,6.8187248826860225
6.874,6.93079399734967
8.126,7.036613166009769
6.392,7.136396729234581
7.5,7.2346505055506825
7.124,7.298329658340318
5.114,7.359580894643068
7.886,7.414314496746527
6.432,7.43776083023331
6.798,7.441764016338153
6.81,7.451387918978973
7.012,7.465873801032314
7.082,7.48264243839636
7.168,7.480633812029106
6.898,7.453267488828894
6.202,7.4066914206690715
7.254,7.355144120192178
8.248,7.290241462244818
16.176,7.214427842320381
8.388,7.102175457959001
8.388,6.988140220254403
7.54,6.874831106471704
8.976,6.76147901104828
8.424,6.650055026061164
9.112,6.5436460997924355
9.332,6.443505764636943
8.972,6.3504768302013535
9.256,6.264946417420439
9.256,6.179419375175227
8.516,6.098670691022025
17.772,6.02375841952827
9.312,5.904633287498017
2.784,5.771549940350444
1.91,5.653139953514244
0.93,5.553520750428112
0.9,5.458652895464361
0.99,5.370373094222512
1.99,5.288840065218219
0.96,5.234667597577407
0.932,5.200935873808039
0.976,5.171852154970779
0.892,5.147054102221656
0.944,5.118148694936201
0.924,5.123090804301521
1.816,5.123239893621544
0.946,5.113820134038879
0.986,5.1404477264910575
0.908,5.174869124167324
0.988,5.2181767125954375
0.944,5.275830983617143
1.028,5.346780885194737
0.934,5.446299023512466
8.934,5.575896655891401
9.496,5.690190612499106
9.496,5.7909552890374565
9.14,5.8787156968572
8.868,5.975727511917209
25.282,6.085332849332466
8.546,6.127773599323393
8.632,6.185891685339641
8.008,6.262714232060381
6.81,6.334544530779443
7.174,6.418904289556541
7.578,6.508477431781288
6.534,6.595052961188335
7.052,6.687005259330957
8.168,6.775367002155213
6.146,6.846246983904126
5.63,6.912411663926532
5.98,6.9664715654762315
6.018,7.027960390329425
5.838,7.068983241146716
6.11,7.080121813125972
5.678,7.099075021175903
5.868,7.105127480096938
6.34,7.099923403749511
6.04,7.083770750660425
6.348,7.071461738535371
7.238,7.059702490875998
6.258,7.026263651731527
7.132,6.972127097111629
7.17,6.893127574686751
8.118,6.811140691488925
7.012,6.70130907274958
8.548,6.585453672200513
7.36,6.473703366851371
8.204,6.353895701606473
7.964,6.227945698908418
8.78,6.1040871954188365
9.436,5.969886120588997
8.716,5.826690283027041
8.484,5.682504261130708
9.192,5.534619819291486
8.072,5.377868355752596
9.064,5.212908405333276
8.142,5.046096668536829
17.26,4.871771709535064
0.974,4.639933057830734
0.912,4.430067473811218
0.94,4.238097508624702
0.972,4.048334470056952
0.96,3.867294659648174
1.988,3.6962026201249487
0.996,3.5234123505931763
0.976,3.3560754409108546
1.002,3.1905244225300455
0.966,3.031561925397998
0.924,2.8750280605823004
1.008,2.7200365062338245
1.002,2.581810446372438
1.014,2.444831934306343
0.96,2.299611085602174
0.992,2.1762653291824825
0.988,2.052079960962822
0.948,1.9297300257838392
0.896,1.8124378483169798
0.948,1.7106267764161218
0.948,1.6199663638526138
2.022,1.5354260369935013
1.022,1.4454169108940034
1.982,1.3567625075948588
0.986,1.2703443974823168
0.994,1.1955965341663595
1.032,1.1328333459174025
0.914,1.081770069953092
0.94,1.0412653144389057
0.96,1.0094164077890144
0.864,0.984943212462807
0.968,0.9689537266943431
0.898,0.9576515968891157
0.894,0.9511946334742033
1.028,0.9488375980898589
0.948,0.9492498671052455
0.92,0.9497925487857087
0.924,0.9535437600656331
0.896,0.956305782369288
1.116,0.9618381761098814
0.964,0.9661292002275548
0.86,0.9706992119558606
0.992,0.9768709085763236
0.922,0.9827774434980163
0.924,0.9879454866876324
0.96,0.993296611629403
0.914,0.9979117662668459
0.968,1.002888259382303
0.932,1.009227342131926
1.77,1.015565851769436
0.898,1.0189438037687488
1.868,1.0229708864689793
0.956,1.0257760776253797
1.952,1.0281358988934306
0.98,1.0259334834156784
0.912,1.02520275903363
0.992,1.0256018323524472
0.896,1.0257544487147254
0.952,1.0270366826049346
1.062,1.0282419694724054
1.022,1.0282282403149985
0.926,1.0275665850857512
0.926,1.0286486938002757
0.9,1.0285979950683337
0.916,1.0275123055741513
0.92,1.0283460378411606
2.086,1.0286763739091962
0.998,1.0239820738847951
0.952,1.0183485160072605
0.928,1.0152279332070435
0.948,1.0123149892376588
0.948,1.009608593658749
0.956,1.0071498022940926
0.964,1.005348351131075
0.956,1.0041784746249258
0.946,1.0021427972641468
1.882,1.0006794146129587
1.06,0.9958514776448915
0.908,0.9906720451766775
0.942,0.9884414563247981
0.894,0.9877642107852999
0.988,0.9877683941299644
0.962,0.9915799563750025
0.954,0.9980757515180119
0.974,1.0082207505048746
0.922,1.0222730992944904
0.912,1.0429465611323425
0.996,1.0722302799158188
1.898,1.1101729577497454
0.97,1.1538982545384797
0.922,1.2088197042919973
1.062,1.2734626487537815
0.908,1.3484426841296993
0.94,1.4319324922507162
1.024,1.5195150583375832
0.944,1.6030814999466239
0.926,1.6836579421177043
0.962,1.76635465243515
0.992,1.8519359911360689
0.9,1.9353980784883
0.936,2.015518430115396
1.0,2.087227688632166
0.88,2.1567413278947627
0.964,2.222311192268502
0.952,2.2926306061006168
0.97,2.3748004254754944
0.95,2.461557014179386
1.016,2.5419183840339015
1.956,2.619635477675198
1.012,2.6893166247120357
0.958,2.7735860982947926
1.882,2.8427577636760923
0.984,2.9070267249045716
1.012,2.98707664860312
0.94,3.061048422208569
0.956,3.1386050665075023
8.102,3.228932314980601
8.784,3.2938256647345168
9.572,3.3405498752975302
9.758,3.3708820691027914
8.878,3.3825818963540413
9.164,3.3827768073178612
8.854,3.36168624574853
8.794,3.3331694424104117
18.39,3.2945695631348935
1.864,3.1866809222821346
0.924,3.0916564215289273
0.97,3.0100033414756715
0.892,2.92131194733373
0.956,2.841616170739797
0.906,2.7660685365263484
0.912,2.6858550676698543
0.9,2.608609058061784
1.012,2.5275232031336063
1.056,2.4475390493063625
0.932,2.362114792246072
0.976,2.27275184041795
0.952,2.2002330390557874
0.87,2.1293867614237483
0.962,2.0521769459510404
1.886,1.9943323357114893
0.94,1.9287854751712261
1.014,1.8611361552555459
0.944,1.7935012596176285
0.926,1.7400043895196293
0.91,1.6989012147882965
0.956,1.6655053793275534
0.936,1.6342059568313247
0.922,1.6070956761920758
0.922,1.5894147647299466
0.92,1.5859364613815232
1.056,1.5970973406196183
0.992,1.6265765183108922
0.936,1.6781437475051433
0.956,1.7507169973479322
0.99,1.837075174565086
0.946,1.9364909746744914
0.932,2.0462584361302065
0.944,2.164525141374925
0.914,2.285518367147976
0.914,2.4163573391655158
0.972,2.5593133225658065
1.116,2.711553196694343
0.974,2.8619387421371103
0.982,3.0091627726794385
1.074,3.1538636189742997
0.912,3.3038764044922946
0.944,3.441640472378674
0.988,3.57782820420827
0.944,3.7187283222399463
0.904,3.855261366216739
3.81,3.999606042317297
7.214,4.145319894260039
6.384,4.273692591123493
6.328,4.392736374539234
5.756,4.498741467280531
6.636,4.5955432963844185
7.194,4.68367967728751
6.902,4.761068901403735
8.156,4.831133211226109
15.306,4.891990853755794
7.48,4.909953197299912
7.734,4.921706458352057
8.204,4.926363375954916
7.78,4.917035487291815
8.256,4.904480995788679
8.444,4.8853572416684266
8.444,4.858917624595407
8.68,4.8290837458778775
8.692,4.7897686441524945
8.104,4.742990151134042
8.392,4.691042554389023
9.094,4.62832508763018
2.35,4.556385994842945
0.948,4.4899435278994355
0.932,4.418445056992302
0.886,4.352839843737646
0.93,4.287522499348427
0.932,4.2267393423790205
0.964,4.167160398871107
0.964,4.112595442689771
0.966,4.060620948498303
0.936,4.023172705502164
0.908,3.981663847428943
0.93,3.9377960710145428
1.832,3.906504162826865
0.972,3.874242126624748
1.13,3.846762605888826
1.0,3.8368783854793103
0.982,3.8340987652145238
0.96,3.8404351155057155
0.94,3.8604027045944305
0.88,3.89884956501748
0.982,3.956554458636667
0.908,4.025210986395619
1.042,4.109911909482627
10.728,4.217347142242568
9.288,4.306502069335958
9.268,4.3937637169580075
8.776,4.484764207301971
8.34,4.57665057068093
7.86,4.670684971846722
7.52,4.768402186969372
6.368,4.8646525522094475
5.528,4.9611130870546045
5.984,5.054802355335323
5.16,5.148774789960108
5.57,5.247228542919111
5.242,5.341920681834503
4.752,5.431229150762695
4.322,5.515034515496352
4.638,5.583251649194266
4.496,5.654228487445151
4.186,5.708391422960779
4.03,5.751878838789195
3.184,5.78825514222936
4.24,5.818529288649245
4.344,5.849673047967213
5.742,5.888069949226151
4.88,5.918191910852088
5.674,5.94035453378692
6.04,5.947637937701373
6.648,5.9392049766157875
5.756,5.918152420852511
6.38,5.886175871914227
7.444,5.846752242054983
14.988,5.799680119750457
7.82,5.711523363814923
8.472,5.618002253604784
7.908,5.5194663042901695
7.538,5.411249100025635
8.29,5.300704192275058
8.616,5.184626297497322
8.154,5.060617028689622
8.514,4.932043430773316
7.524,4.78924741873609
7.484,4.638849858466084
8.22,4.481745970867378
7.02,4.308962451072896
1.806,4.131074451128859
0.978,3.9613594183275747
0.924,3.7918594676848443
0.944,3.635731013902077
1.072,3.483216475593113
0.9,3.331220037236462
1.0,3.179002612191957
0.876,3.032676819454579
0.916,2.8925588789992966
0.924,2.7602002651265884
1.096,2.6260782652521946
0.96,2.492737193421681
1.916,2.363626477726281
0.94,2.2300880194128534
0.972,2.1009056463053266
0.976,1.9836659376705061
0.966,1.8698691161321466
0.892,1.7632317846071417
2.03,1.6664229107051374
0.866,1.5773723968296534
1.046,1.4994192630389296
0.902,1.4283378027432403
0.952,1.3645329448160035
2.038,1.3125928716704605
0.956,1.2707806107631894
0.912,1.2496280817003569
0.954,1.2490641822229562
0.972,1.2669992841103455
0.99,1.3039966350794494
1.036,1.3574362750922786
1.0,1.4202598874203567
1.044,1.4906811394252106
1.012,1.5605166504723116
0.972,1.6272354705014198
0.908,1.6956891532684333
1.032,1.7663276404237123
0.948,1.8365572335617648
1.088,1.9046897045052396
0.914,1.9652777792019394
0.978,2.0333889490404022
0.988,2.1054131356178987
0.936,2.177688497576171
0.98,2.2538147558361192
1.956,2.329357586958898
0.984,2.399230695421387
1.946,2.4706449669970922
1.016,2.5399125441640975
0.906,2.6070334639539516
0.92,2.671487079460551
1.038,2.7389799318236547
0.942,2.8118033739227806
1.978,2.8823656397602506
1.022,2.9537848136878035
8.248,3.0375133570793316
9.536,3.1003060345673212
10.338,3.141492572892617
9.226,3.1650275070126788
9.172,3.172295071922429
9.412,3.16074861413731
8.844,3.1319495567059166
9.172,3.089442166149265
5.748,3.0247186830933104
1.03,2.947499975480619
1.008,2.881370112996683
2.084,2.8174923144543467
0.942,2.7459712626376853
1.008,2.6796297655673045
0.95,2.620087476611015
1.022,2.55500177700738
0.93,2.4880446873458175
1.014,2.422267461639136
1.96,2.3576915853726135
0.982,2.2862730873492323
1.018,2.215352619696059
2.074,2.150403448033565
0.988,2.0852935922054288
1.012,2.025972791313117
0.93,1.972151027618252
1.04,1.9158117110260988
0.962,1.8565698712408052
0.87,1.8036627116669561
1.924,1.7593445152881668
0.924,1.7165988680358306
0.936,1.6796600620567543
0.984,1.6522138527119667
0.976,1.6391675730013961
3.132,1.6440145319425687
0.984,1.660682941858826
0.98,1.6929101547496828
1.004,1.736246533416918
0.964,1.787491406550976
0.944,1.8473802643131998
0.968,1.9185023738229394
0.906,1.9966137679465394
1.014,2.0788202824017317
0.988,2.156155486267454
1.008,2.229604012759128
1.056,2.3007902689313116
0.966,2.36867792926168
0.994,2.444167156153473
0.964,2.5330375978274122
1.948,2.6222777064475706
0.982,2.706594861024622
0.958,2.7840331999269314
0.912,2.86866179777052
0.938,2.9441067693750984
1.002,3.020582062408014
0.94,3.1035683900456905
1.096,3.1891055752035284
1.018,3.277802516883819
5.014,3.3718003623421122
8.784,3.4561657964807293
9.468,3.5197332690578835
8.688,3.5623015961408733
9.384,3.594625430380004
9.208,3.6130848998517977
8.864,3.610450889268448
8.14,3.600723480913359
16.756,3.5843791347384255
9.368,3.5169942575919007
7.662,3.4302221704687335
0.922,3.331524728715325
0.98,3.238897818553711
0.94,3.1527574170438326
1.052,3.070153397357464
0.94,2.988905611394946
1.868,2.9072170369991217
0.972,2.8200753465337005
0.96,2.734570872092072
0.978,2.644485115767976
0.918,2.5485162695350136
0.944,2.461870156082994
0.96,2.380706456970813
0.93,2.2961523216497346
0.974,2.2173404740098617
0.92,2.1334642958439485
0.956,2.0485771639469528
0.892,1.953596270337972
0.948,1.8588987818929692
0.956,1.7692225455287294
0.936,1.6849772366841829
1.016,1.597657945010345
0.932,1.5053810432228678
0.936,1.4093935697482407
0.938,1.315990700495064
0.988,1.2297887622409005
0.99,1.1551908723660997
0.978,1.0925926500414649
0.948,1.041660108851073
0.974,1.0006032226319357
0.9,0.9689528070147025
0.98,0.9457303249942661
0.94,0.929439210346136
0.946,0.9180036277386298
0.938,0.9107181800789196
0.954,0.9064230318968828
1.012,0.9042233770534138
0.882,0.9032002634854126
0.948,0.9035604870993077
0.94,0.9044049752315789
0.916,0.9055616856729161
0.964,0.9075302291027794
0.95,0.9104803704629584
0.906,0.9139441230682913
0.98,0.9176638933885933
0.93,0.9212104372345215
0.968,0.9252459369044633
0.912,0.9310103337743915
0.962,0.936608219292609
0.916,0.9424380850980979
0.924,0.9497432994304517
0.956,0.9567805819547404
0.88,0.9640247269629532
1.016,0.971064449800198
0.876,0.9766662372836604
0.976,0.9814997621571758
0.962,0.9858192707909851
0.95,0.9904858562766956
0.962,0.9964949204035739
0.914,1.0023176988222464
0.972,1.0091618376515437
1.896,1.0153458998782343
0.964,1.0180744302046356
0.928,1.02123204682355
0.948,1.0252653563211096
0.938,1.028921811396908
1.01,1.0333139315940643
0.992,1.038027607014066
0.992,1.0425462299889214
0.948,1.0467452992874933
0.95,1.050630687148648
0.986,1.0548079048578127
0.904,1.059538926100383
0.924,1.0656341341403996
1.12,1.0737458483712972
0.946,1.0813331214685342
2.022,1.0892437255114205
1.83,1.0941517305968411
1.774,1.096471249100182
0.998,1.094510264383659
0.842,1.0917463459850651
0.964,1.0914665670009316
0.972,1.0925442965728462
0.964,1.0947400394060345
0.928,1.0981960101229506
0.906,1.1001627341088287
0.916,1.1029495203071042
0.938,1.1046738595217094
0.964,1.1084124531582378
0.932,1.1117040904521678
1.028,1.1141926535959759
0.948,1.11812092992791
1.824,1.1225301415056277
0.976,1.122586687292499
0.914,1.124003244810057
0.938,1.1247542015441447
0.938,1.1256087417229732
0.998,1.128418379370583
0.92,1.1332751597506392
0.994,1.1393319007506482
1.956,1.143615104345826
0.978,1.1450182928045134
2.906,1.1459759805774117
0.98,1.1392783930089108
0.962,1.1328676249049725
0.9,1.128824503287544
0.948,1.1261584979426067
0.94,1.1239645420425266
0.918,1.123557292313775
0.884,1.1233140676803652
0.99,1.1233818854174402
1.122,1.1248776817510007
1.85,1.1260700431252664
0.968,1.1242869226991417
0.932,1.123838088941172
1.78,1.1240985697860868
0.954,1.1210873544043314
1.862,1.117327139474782
0.9,1.112865504124028
0.988,1.1089019353063239
0.922,1.1056628053210789
0.966,1.1024212379688731
1.162,1.1016327022888086
0.926,1.1017985680220128
0.964,1.102145115648345
1.812,1.1037051290738724
1.01,1.1009484713259723
0.898,1.0965833320964202
0.896,1.0945994139439919
0.932,1.0913491940703262
0.888,1.0881582202498807
0.892,1.085947171786343
0.94,1.0847045322308284
1.016,1.085944812672547
0.92,1.0872080876905372
0.988,1.088622835210915
1.088,1.0907032432749406
1.882,1.0905483081766907
0.878,1.0884423854335947
0.964,1.0884415764854958
0.89,1.08667999904624
0.99,1.0857575125200654
0.996,1.0852426304954412
0.892,1.0840767435664227
1.178,1.0848533619333312
0.906,1.084580582305238
0.906,1.085416058266328
0.958,1.088393919150558
0.948,1.0904414507831794
0.972,1.0936687923240145
2.022,1.0984118232208744
0.938,1.0983261175289958
1.892,1.0996474008298593
1.876,1.0994265369754528
0.992,1.0950713513820667
1.008,1.092153050589737
0.944,1.0889660863667692
0.96,1.08823721655442
1.852,1.089808414954265
0.908,1.086866918164864
1.046,1.084897185421047
0.934,1.0824861015968033
1.02,1.0804814931299314
1.008,1.0790539166070097
0.996,1.076966805512445
0.984,1.0754633976064738
0.88,1.0757337495196446
0.92,1.0745670584607214
0.926,1.073105403930945
0.984,1.0716580549594101
0.942,1.0699223297644902
0.98,1.0692929292531166
1.052,1.0691386774622826
0.98,1.0686591377271983
1.016,1.0692566480370644
0.936,1.0704050287947986
1.912,1.0724540290967977
1.044,1.0681790833106461
0.962,1.0642367739335137
0.958,1.0642764408573502
1.044,1.0632281015611085
1.064,1.0621938246038676
0.952,1.0621597249268555
0.964,1.0618275680548277
0.97,1.0616642594196863
0.996,1.0626756107116595
0.982,1.0643651067583562
1.02,1.0666665079549968
0.994,1.0670794108692918
0.942,1.0690460183167847
1.956,1.0723428500075536
0.986,1.0717353187117524
0.934,1.0725095996315
2.034,1.0748949526326566
0.99,1.0720603418184327
0.96,1.0705662545142522
0.958,1.0701787280353778
0.974,1.0722258898598767
0.892,1.0742346288209474
0.96,1.076025735304505
0.948,1.0783530399983479
1.052,1.0821058206799834
0.92,1.0836848175220262
0.996,1.0863370543621897
1.008,1.0906259263168907
1.96,1.0943046610406928
0.924,1.0967700988123545
0.95,1.101445132641999
0.922,1.1071564375951233
1.94,1.1164578038084592
1.016,1.1261370636735293
1.942,1.1414693303784933
0.886,1.1564533054651285
1.04,1.178581304272703
0.874,1.2133181061816756
2.082,1.2597207351082211
0.98,1.3088771921391622
0.972,1.3683193576661685
0.996,1.4383082223568033
1.02,1.5173914197680904
1.032,1.59607399278442
1.148,1.6725894154532197
0.974,1.7439642589257016
1.078,1.8070634884438332
0.996,1.869983675726569
1.966,1.9450427990472894
1.022,2.026247020991187
0.99,2.1182069503005363
1.884,2.212076746824267
1.99,2.303045587125988
0.922,2.3842773407273965
0.966,2.4829512581330944
0.952,2.5863139825256063
2.894,2.6924686422093616
1.046,2.8047548364694768
0.944,2.924249259469086
1.056,3.0553312525985428
1.024,3.185354223379353
1.014,3.3252315208366268
1.026,3.4744074963131957
0.944,3.6273697079803884
0.99,3.794559798055094
3.922,3.9762725036093385
9.904,4.147754944720624
9.492,4.301396568425655
18.872,4.447199335464671
10.176,4.5425293954418935
6.606,4.617526885440415
3.298,4.685724830398302
3.914,4.773810209535607
7.842,4.860341407539765
2.276,4.9273702213006025
6.688,5.00692531651545
3.7,5.07251861004101
3.268,5.130712874923937
3.266,5.192807736456694
3.758,5.255046734968109
2.56,5.311798426796618
3.686,5.3775560770643756
3.486,5.448445149672421
6.636,5.5167143665024385
3.9,5.578980684650291
2.744,5.650932552197581
9.384,5.741552908595376
7.924,5.811329389351107
9.564,5.88384126207313
8.802,5.9682069435116265
8.654,6.0322387957681265
8.388,6.0811700649085605
7.752,6.108598220697459
7.142,6.113546133283252
6.502,6.105363568307968
6.236,6.091418838543159
5.808,6.084092260400336
4.792,6.0770778454492005
4.68,6.070457942910195
6.758,6.085266618207065
5.13,6.080194443482245
4.98,6.064675316868198
3.448,6.0622518727314425
8.36,6.060415650723429
2.462,6.036685101700996
3.658,6.0224705463987815
2.546,6.016239444969224
3.35,6.0148411380028195
3.5,6.017747537534314
2.558,6.026565569285463
7.826,6.039160395813258
3.708,6.028467560701591
4.216,6.028583649549055
10.592,6.034153113336987
6.11,6.007139897817
10.618,5.98580961703192
13.772,5.962097850037053
13.396,5.906038193547311
7.242,5.820901137413068
6.182,5.750006100336945
7.352,5.689885872574975
6.904,5.633027921952073
7.7,5.580646454450477
7.728,5.538845722915384
7.282,5.496385442359476
7.238,5.446738155900906
8.098,5.40264257611292
5.766,5.339093826570321
3.002,5.26328181095768
2.034,5.198656262070687
2.696,5.1439290795522155
2.562,5.088366769632262
2.092,5.033776565761587
2.702,4.993257491339744
2.924,4.953558943037718
2.176,4.92042518178655
