Time Series,IMFs,Metric,alpha,tau,W init,fs,tol
TS1,2 - 3,BIC,10000,0,501,0,1e-06
TS1,2 - 4,BIC,0,0,False,0,1e-06
TS1,2 - 5,BIC,0,0,False,0,1e-06
TS2,2 - 3,BIC,10000,0,501,0,1e-06
TS2,2 - 4,BIC,10000,0,1001,0,1e-06
TS2,2 - 5,BIC,0,0,False,0,1e-06
TS3,2 - 3,BIC,10000,0,501,0,1e-06
TS3,2 - 4,BIC,5000,0,1001,0,1e-06
TS3,2 - 5,BIC,0,0,False,0,1e-06
TS4,2 - 3,BIC,20000,0,501,0,1e-06
TS4,2 - 4,BIC,20000,0,1001,0,1e-06
TS4,2 - 5,BIC,0,0,False,0,1e-06
