Time Series,Component,BIC
TS1,Trend,9023.82960
TS1,Season,6960.72836
TS1,Noise,9375.47403416156
TS1,Noise-freg,10615.54777533422
TS2,Trend,9023.84689
TS2,Season,10427.89178
TS2,Noise,10926.034458262287
TS2,Noise-freg,11155.76490036152
TS3,Trend,9023.81683
TS3,Season,9641.16025
TS3,Noise,10411.123954188368
TS3,Noise-freg,10942.576186862749
TS4,Trend,9023.84632
TS4,Season,10518.34023
TS4,Noise,9774.411115387806
TS4,Noise-freg,10397.086121874643
