Time Series,R2,R2_Adj,AIC,BIC
TS1,0.99752,0.99751,686.32924,718.20856
TS2,-0.00032,-0.00434,9178.56543,9210.44475
TS3,0.97855,0.97847,4271.96832,4303.84764
TS4,0.99430,0.99428,2175.51827,2207.39759
TS5,0.99536,0.99534,2032.63022,2064.50954
