Time Series,R2,R2_Adj,AIC,BIC
TS1,0.99169,0.99166,519.13386,551.01319
TS2,0.99196,0.99193,469.10832,500.98764
TS3,0.91188,0.91153,4060.98429,4092.86362
TS4,0.97649,0.97640,2078.91602,2110.79534
TS5,0.99161,0.99158,533.24224,565.12157
