Time Series,R2,R2_Adj,AIC,BIC
TS1,0.76909,0.76723,3260.07726,3287.80569
TS2,0.58591,0.58257,3698.71503,3726.44347
TS3,-2.35695,-2.38402,5270.32769,5298.05612
TS4,0.78041,0.77864,3222.32921,3250.05764
TS5,0.58586,0.58252,3698.79725,3726.52568
