Time Series,R2Adj
TS1,0.2719141216396318
TS2,0.33182660269677366
TS3,-0.2075317550402358
TS4,-3284.589906800482
TS5,0.34109356119374856
TS6,0.3545760972202243
TS7,-3.5875512843628714
