Time Series,BIC
TS1,-921.1585102778632
TS2,-724.1539460471131
TS3,-777.8434493253993
TS4,9931.139899844713
TS5,-983.5747059790953
TS6,-1108.4852939795462
TS7,-1139.781090009291
