Time Series,R2
TS1,0.46663549237284263
TS2,0.3917770883320315
TS3,0.4131622104171294
TS4,-738.7522977694281
TS5,0.48837380396991303
TS6,0.5292531165206739
TS7,-0.0027102062662813786
