Time Series,R2Adj
TS1,-6.625568935692189
TS2,-0.3655435631525792
TS3,-56.40781843331318
TS4,-inf
TS5,-1.682865699139796
TS6,-3.431174240964844
TS7,-0.0033467202141901353
