Time Series,AIC
TS1,-947.7246122133147
TS2,-750.7200479825646
TS3,-804.4095512608508
TS4,9904.573797909261
TS5,-1010.1408079145467
TS6,-1135.0513959149978
TS7,-1166.3471919447425
