Time Series,IMFs,Metric,alpha,tau,W init,fs,tol
Delhi temerature,2 - 3,R2Adj,500,0,1,0,1e-06
Delhi temerature,2 - 4,R2Adj,500,0,1,0,1e-06
Delhi temerature,2 - 5,R2Adj,5000,2,5001,0,1e-06
